WORD,FROM,TO,SPEAKER,SPOKEN_TIME,LABEL
going,108.02,108.32,0,0.3,1
anyway,108.32,108.71,0,0.39,1
okay,108.77,109.33,1,0.56,1
all,109.37,109.59,1,0.22,1
right,109.59,109.9,1,0.31,1
all,109.93,110.16,1,0.23,1
right,110.16,110.47,1,0.31,1
and,110.87,111.39,1,0.52,1
and,111.61,111.88,1,0.27,1
this,111.93,112.18,1,0.25,1
really,112.18,112.46,1,0.28,1
is,112.46,112.63,1,0.17,1
just,112.63,112.94,1,0.31,1
the,112.94,113.06,1,0.12,1
beginning,113.06,113.45,1,0.39,1
of,113.45,113.53,1,0.08,1
the,113.53,113.61,1,0.08,1
conversation,113.61,114.34,1,0.73,1
is,114.34,114.49,1,0.15,1
not,114.49,114.9,1,0.41,1
%HESITATION,114.9,115.15,1,0.25,1
to,115.15,115.33,1,0.18,1
give,115.33,115.47,1,0.14,1
you,115.47,115.61,1,0.14,1
jobs,115.61,115.93,1,0.32,1
to,115.93,116.06,1,0.13,1
do,116.06,116.34,1,0.28,1
%HESITATION,116.34,116.67,1,0.33,1
or,116.8,117.01,1,0.21,1
anything,117.01,117.33,1,0.32,1
like,117.33,117.56,1,0.23,1
that,117.56,117.74,1,0.18,1
it's,117.74,117.91,1,0.17,1
just,117.91,118.2,1,0.29,1
so,118.2,118.38,1,0.18,1
that,118.38,118.52,1,0.14,1
we,118.52,118.66,1,0.14,1
can,118.66,118.9,1,0.24,1
sort,118.9,119.1,1,0.2,1
of,119.1,119.17,1,0.07,1
understand,119.17,119.76,1,0.59,1
each,119.76,119.93,1,0.17,1
other,119.93,120.1,1,0.17,1
a,120.1,120.13,1,0.03,1
little,120.13,120.42,1,0.29,1
bit,120.42,120.7,1,0.28,1
and,121.26,121.38,1,0.12,1
then,121.38,121.51,1,0.13,1
make,121.51,121.73,1,0.22,1
some,121.73,121.9,1,0.17,1
plans,121.9,122.58,1,0.68,1
%HESITATION,122.94,123.36,1,0.42,1
about,123.4,124.06,1,0.66,1
%HESITATION,124.06,124.33,1,0.27,1
how,124.33,124.54,1,0.21,1
we,124.54,124.74,1,0.2,1
can,124.74,125.12,1,0.38,1
%HESITATION,125.12,125.24,1,0.12,1
help,125.24,125.58,1,0.34,1
each,125.58,125.77,1,0.19,1
other,125.77,126.07,1,0.3,1
so,126.64,126.94,1,0.3,1
hello,128.48,128.71,0,0.23,1
I,130.52,130.65,1,0.13,1
suppose,130.65,131.2,1,0.55,1
one,131.23,131.73,1,0.5,1
of,131.73,131.85,1,0.12,1
the,131.85,131.98,1,0.13,1
things,131.98,132.63,1,0.65,1
that,133.21,133.36,1,0.15,1
we,133.36,133.52,1,0.16,1
should,133.52,133.75,1,0.23,1
start,133.75,134.12,1,0.37,1
with,134.12,134.31,1,0.19,1
this,134.31,134.69,1,0.38,1
is,134.69,134.9,1,0.21,1
to,134.9,135.07,1,0.17,1
ask,135.07,135.45,1,0.38,1
you,135.45,135.58,1,0.13,1
what,135.58,135.88,1,0.3,1
you,135.88,135.98,1,0.1,1
understand,135.98,136.75,1,0.77,1
about,136.75,137.45,1,0.7,1
%HESITATION,137.53,138.02,1,0.49,1
you,138.24,138.48,1,0.24,1
L.,138.48,138.84,1,0.36,1
Nissen,138.84,139.61,1,0.77,1
and,139.66,140.2,1,0.54,1
what,140.36,140.64,1,0.28,1
doctor,140.64,140.92,1,0.28,1
Shah,140.92,141.29,1,0.37,1
who,141.29,141.48,1,0.19,1
said,141.48,141.78,1,0.3,1
to,141.78,141.97,1,0.19,1
you,141.97,142.24,1,0.27,1
okay,143.5,143.93,0,0.43,1
%HESITATION,144.3,144.84,0,0.54,1
well,144.87,145.42,0,0.55,1
%HESITATION,146.41,146.94,0,0.53,1
I've,148.17,148.51,0,0.34,1
been,148.55,149.17,0,0.62,1
no,149.46,149.71,0,0.25,1
well,149.74,150.19,0,0.45,1
no,150.19,150.49,0,0.3,1
not,150.58,150.8,0,0.22,1
right,150.8,151.37,0,0.57,1
said,151.65,151.99,0,0.34,1
a,152.39,152.49,0,0.1,1
number,152.49,152.86,0,0.37,1
if,152.86,152.97,0,0.11,1
you,152.97,153.14,0,0.17,1
quite,153.14,153.42,0,0.28,1
well,153.62,153.96,0,0.34,1
number,153.99,154.35,0,0.36,1
of,154.35,154.46,0,0.11,1
years,154.46,154.96,0,0.5,1
and,155.15,155.53,0,0.38,1
%HESITATION,155.53,155.81,0,0.28,1
I've,156.24,156.43,0,0.19,1
seen,156.43,156.71,0,0.28,1
losses,156.71,157.34,0,0.63,1
doctors,157.66,158.23,0,0.57,1
and,158.23,158.4,0,0.17,1
I've,158.4,158.55,0,0.15,1
had,158.55,158.68,0,0.13,1
to,158.92,159.04,0,0.12,1
scan,159.04,159.4,0,0.36,1
and,159.4,159.98,0,0.58,1
send,160.01,160.45,0,0.44,1
some,161.14,161.37,0,0.23,1
things,161.6,162.12,0,0.52,1
and,162.2,162.56,0,0.36,1
%HESITATION,162.56,162.83,0,0.27,1
I,163.75,163.98,0,0.23,1
%HESITATION,163.98,164.45,0,0.47,1
I,166.22,166.36,0,0.14,1
know,166.36,166.94,0,0.58,1
have,167.22,167.51,0,0.29,1
been,167.51,167.7,0,0.19,1
told,167.7,168.2,0,0.5,1
to,168.2,168.43,0,0.23,1
go,168.73,169.02,0,0.29,1
out,169.05,169.3,0,0.25,1
sign,169.3,169.63,0,0.33,1
is,169.63,169.96,0,0.33,1
and,170.4,170.81,0,0.41,1
%HESITATION,170.81,171.16,0,0.35,1
say,173.06,173.53,0,0.47,1
so,174.97,175.15,0,0.18,1
I,175.15,175.45,0,0.3,1
yeah,175.85,176.37,0,0.52,1
and,177.79,177.98,1,0.19,1
do,177.98,178.05,1,0.07,1
you,178.05,178.14,1,0.09,1
understand,178.14,178.74,1,0.6,1
what,178.74,179,1,0.26,1
what,179.12,179.43,1,0.31,1
to,179.78,179.95,1,0.17,1
what,179.95,180.2,1,0.25,1
else,180.2,180.44,1,0.24,1
time,180.44,180.68,1,0.24,1
is,180.68,180.81,1,0.13,1
me,180.81,181.17,1,0.36,1
quotes,183.08,183.44,0,0.36,1
dementia,183.44,184.28,0,0.84,1
and,187.43,187.8,1,0.37,1
and,187.8,188.26,1,0.46,1
what,189.07,189.31,1,0.24,1
you,189.31,189.42,1,0.11,1
understand,189.42,190.02,1,0.6,1
about,190.02,190.33,1,0.31,1
to,190.33,190.44,1,0.11,1
mention,190.44,191.01,1,0.57,1
to,191.01,191.17,1,0.16,1
you,191.17,191.42,1,0.25,1
do,191.48,191.7,1,0.22,1
you,191.7,191.78,1,0.08,1
know,191.78,191.95,1,0.17,1
the,191.95,192.06,1,0.11,1
effect,192.06,192.56,1,0.5,1
it,192.56,192.68,1,0.12,1
has,192.68,192.86,1,0.18,1
on,192.86,192.99,1,0.13,1
people,192.99,193.57,1,0.58,1
well,195.35,195.67,0,0.32,1
I,195.67,195.72,0,0.05,1
know,195.72,195.92,0,0.2,1
how,195.92,196.13,0,0.21,1
it's,196.13,196.33,0,0.2,1
affecting,196.33,196.9,0,0.57,1
me,196.9,197.35,0,0.45,1
%HESITATION,198.41,198.86,1,0.45,1
to,199.67,199.99,1,0.32,1
explain,199.99,200.61,1,0.62,1
that,200.61,200.8,1,0.19,1
to,200.8,200.95,1,0.15,1
me,200.95,201.28,1,0.33,1
%HESITATION,203.76,204.34,0,0.58,1
well,205.15,205.7,0,0.55,1
I'm,208.06,208.26,0,0.2,1
fine,208.26,208.67,0,0.41,1
I'm,208.71,208.86,0,0.15,1
retired,208.86,209.59,0,0.73,1
now,210.02,210.21,0,0.19,1
and,210.98,211.26,0,0.28,1
so,211.26,211.56,0,0.3,1
I,211.56,211.79,0,0.23,1
I,212.6,212.7,0,0.1,1
have,212.7,212.95,0,0.25,1
many,213.03,213.33,0,0.3,1
races,213.33,213.86,0,0.53,1
I,216.19,216.3,0,0.11,1
ran,216.3,216.52,0,0.22,1
the,216.52,216.6,0,0.08,1
nursing,216.6,217.07,0,0.47,1
home,217.07,217.37,0,0.3,1
at,217.37,217.48,0,0.11,1
one,217.48,217.65,0,0.17,1
point,217.65,218.12,0,0.47,1
and,218.15,218.52,0,0.37,1
%HESITATION,218.86,219.51,0,0.65,1
so,219.68,220.01,0,0.33,1
I,220.01,220.36,0,0.35,1
yes,221.76,222.11,0,0.35,1
I,222.22,222.39,0,0.17,1
we,223.63,223.8,0,0.17,1
see,223.8,224.25,0,0.45,1
a,224.63,224.73,0,0.1,1
look,224.73,224.89,0,0.16,1
to,224.89,225.03,0,0.14,1
see,225.03,225.2,0,0.17,1
%HESITATION,225.2,225.41,0,0.21,1
do,225.41,225.57,0,0.16,1
you,225.57,225.72,0,0.15,1
have,226.23,226.47,0,0.24,1
I,226.76,227.02,0,0.26,1
had,227.51,227.77,0,0.26,1
to,227.77,227.88,0,0.11,1
mention,227.88,228.42,0,0.54,1
%HESITATION,229.23,229.63,1,0.4,1
%HESITATION,230.44,230.91,0,0.47,1
and,231.66,231.94,1,0.28,1
and,231.97,232.23,1,0.26,1
how,232.23,232.78,1,0.55,1
how,234.01,234.31,1,0.3,1
it,234.31,234.69,1,0.38,1
affects,234.69,235.38,1,0.69,1
you,235.38,235.9,1,0.52,1
so,236.71,236.83,1,0.12,1
you,236.83,236.96,1,0.13,1
know,236.96,237.17,1,0.21,1
we,237.17,237.48,1,0.31,1
know,237.71,237.92,1,0.21,1
you've,237.92,238.07,1,0.15,1
got,238.07,238.2,1,0.13,1
out,238.2,238.39,1,0.19,1
times,238.39,238.77,1,0.38,1
when,238.77,238.95,1,0.18,1
it's,238.95,239.22,1,0.27,1
a,239.22,239.28,1,0.06,1
form,239.28,239.63,1,0.35,1
of,239.63,239.76,1,0.13,1
dementia,239.76,240.54,1,0.78,1
how,241.17,241.63,1,0.46,1
how,241.66,241.94,1,0.28,1
is,241.94,242.12,1,0.18,1
that,242.12,242.29,1,0.17,1
I,242.29,242.34,1,0.05,1
should,242.34,242.53,1,0.19,1
be,242.53,242.6,1,0.07,1
affecting,242.6,243.1,1,0.5,1
you,243.1,243.64,1,0.54,1
%HESITATION,247.6,248.49,0,0.89,1
well,252.76,253.02,0,0.26,1
I,253.02,253.14,0,0.12,1
I,253.14,253.39,0,0.25,1
I,254.95,255.2,0,0.25,1
people,257.35,257.7,0,0.35,1
tell,257.7,257.98,0,0.28,1
me,257.98,258.17,0,0.19,1
I'm,258.17,258.33,0,0.16,1
very,258.33,258.61,0,0.28,1
different,258.61,259.27,0,0.66,1
six,259.27,259.48,0,0.21,1
levels,259.48,260.19,0,0.71,1
and,260.19,260.57,0,0.38,1
yeah,261.52,261.7,0,0.18,1
well,261.88,262.23,0,0.35,1
I,262.23,262.39,0,0.16,1
I,262.64,262.79,0,0.15,1
know,262.79,263.05,0,0.26,1
I,263.05,263.14,0,0.09,1
am,263.14,263.35,0,0.21,1
very,263.35,263.62,0,0.27,1
different,263.62,264.22,0,0.6,1
%HESITATION,264.72,265.31,0,0.59,1
but,266.33,266.6,0,0.27,1
no,267.81,268.19,0,0.38,1
something,270.29,271.05,0,0.76,1
that,271.05,271.44,0,0.39,1
you,273.18,273.26,0,0.08,1
know,273.26,273.39,0,0.13,1
I,273.39,273.48,0,0.09,1
I,273.48,273.64,0,0.16,1
I,273.64,273.86,0,0.22,1
keep,273.86,274.26,0,0.4,1
hope,274.91,275.22,0,0.31,1
so,275.22,275.72,0,0.5,1
but,275.99,276.4,0,0.41,1
you,276.8,276.98,0,0.18,1
know,276.98,277.1,0,0.12,1
I'll,277.1,277.24,0,0.14,1
be,277.24,277.4,0,0.16,1
back,277.4,277.66,0,0.26,1
tomorrow,277.89,278.5,0,0.61,1
and,278.5,278.65,0,0.15,1
I,278.65,278.72,0,0.07,1
just,278.72,279.17,0,0.45,1
have,279.56,279.79,0,0.23,1
to,279.79,280.33,0,0.54,1
take,281.07,281.43,0,0.36,1
it,281.43,281.67,0,0.24,1
each,281.92,282.26,0,0.34,1
day,282.26,282.51,0,0.25,1
six,282.51,282.78,0,0.27,1
comes,282.78,283.48,0,0.7,1
yeah,284.4,284.76,1,0.36,1
%HESITATION,285.07,285.54,0,0.47,1
and,285.93,286.09,0,0.16,1
I.,286.09,286.16,0,0.07,1
T.,286.16,286.67,0,0.51,1
I,287.99,288.25,0,0.26,1
I,288.25,288.38,0,0.13,1
do,288.38,288.62,0,0.24,1
have,288.62,288.87,0,0.25,1
good,289,289.16,0,0.16,1
days,289.16,289.54,0,0.38,1
and,289.54,289.86,0,0.32,1
bad,289.86,290.12,0,0.26,1
days,290.12,290.71,0,0.59,1
but,291.63,291.77,1,0.14,1
it's,291.77,291.93,1,0.16,1
incredibly,291.93,292.64,1,0.71,1
posted,292.64,293.11,1,0.47,1
business,293.11,293.52,1,0.41,1
that,293.52,293.67,1,0.15,1
you,293.67,293.94,1,0.27,1
own,293.94,294.2,1,0.26,1
one,294.26,294.43,1,0.17,1
of,294.43,294.49,1,0.06,1
these,294.49,294.74,1,0.25,1
people,294.74,295.15,1,0.41,1
who,295.15,295.56,1,0.41,1
looks,296.37,296.55,1,0.18,1
to,296.55,296.67,1,0.12,1
tomorrow,296.67,297.07,1,0.4,1
being,297.07,297.29,1,0.22,1
better,297.29,297.57,1,0.28,1
than,297.57,297.73,1,0.16,1
today,297.73,298.09,1,0.36,1
thank,298.09,298.33,1,0.24,1
you,298.33,298.44,1,0.11,1
thank,298.44,298.91,1,0.47,1
what,299.8,299.99,0,0.19,1
people,299.99,300.31,0,0.32,1
say,300.31,300.79,0,0.48,1
to,301.51,301.74,0,0.23,1
me,301.74,302.07,0,0.33,1
yeah,302.48,302.86,1,0.38,1
when,304.2,304.41,1,0.21,1
you,304.41,304.55,1,0.14,1
when,304.55,304.74,1,0.19,1
you,304.74,304.89,1,0.15,1
say,304.89,305.1,1,0.21,1
people,305.1,305.67,1,0.57,1
who,305.67,306.13,1,0.46,1
who,306.21,306.51,1,0.3,1
%HESITATION,306.51,306.8,1,0.29,1
see,306.8,307.29,1,0.49,1
important,307.32,308.03,1,0.71,1
people,308.03,308.37,1,0.34,1
to,308.37,308.56,1,0.19,1
you,308.56,308.89,1,0.33,1
%HESITATION,312.19,312.77,0,0.58,1
well,312.87,313.06,0,0.19,1
I've,313.06,313.2,0,0.14,1
got,313.2,313.38,0,0.18,1
a,313.38,313.46,0,0.08,1
sister,313.46,313.91,0,0.45,1
%HESITATION,316.16,316.79,0,0.63,1
I've,318.52,318.95,0,0.43,1
got,318.95,319.12,0,0.17,1
a,319.12,319.18,0,0.06,1
brother,319.18,319.6,0,0.42,1
as,319.6,319.77,0,0.17,1
well,319.77,320.15,0,0.38,1
but,320.15,320.38,0,0.23,1
I,320.45,320.55,0,0.1,1
didn't,320.55,320.85,0,0.3,1
see,320.85,321.09,0,0.24,1
him,321.09,321.55,0,0.46,1
are,322.11,322.29,0,0.18,1
you,322.29,322.45,0,0.16,1
in,322.63,322.84,0,0.21,1
my,323.03,323.21,0,0.18,1
system,323.21,323.7,0,0.49,1
I,323.7,323.77,0,0.07,1
see,323.77,324.15,0,0.38,1
every,324.69,324.98,0,0.29,1
week,324.98,325.6,0,0.62,1
%HESITATION,325.84,326.39,0,0.55,1
and,326.43,327.04,0,0.61,1
I,327.71,327.86,0,0.15,1
have,327.86,328.16,0,0.3,1
really,328.16,328.86,0,0.7,1
%HESITATION,329.35,329.56,0,0.21,1
because,329.56,329.76,0,0.2,1
I,329.76,329.97,0,0.21,1
I,330.04,330.33,0,0.29,1
I,330.82,330.9,0,0.08,1
most,330.9,331.17,0,0.27,1
say,331.17,331.47,0,0.3,1
%HESITATION,332.19,332.58,0,0.39,1
I,332.61,332.71,0,0.1,1
need,332.71,332.98,0,0.27,1
to,332.98,333.1,0,0.12,1
chat,333.45,334.05,0,0.6,1
and,334.31,334.68,0,0.37,1
%HESITATION,334.68,335,0,0.32,1
hi,336.12,336.34,0,0.22,1
%HESITATION,336.34,336.51,0,0.17,1
I,336.51,336.56,0,0.05,1
have,336.56,336.82,0,0.26,1
really,336.82,337.36,0,0.54,1
really,338.27,338.6,0,0.33,1
good,338.6,338.79,0,0.19,1
friend,338.79,339.15,0,0.36,1
jade,339.15,339.74,0,0.59,1
%HESITATION,339.81,340.38,0,0.57,1
husband,340.57,341.13,0,0.56,1
pulled,341.13,341.69,0,0.56,1
and,341.69,341.85,0,0.16,1
pastas,341.85,342.56,0,0.71,1
and,343.43,343.86,0,0.43,1
we've,343.89,344.12,0,0.23,1
known,344.12,344.35,0,0.23,1
each,344.35,344.57,0,0.22,1
other,344.57,344.83,0,0.26,1
since,344.83,345.18,0,0.35,1
twenty,345.32,345.63,0,0.31,1
five,345.68,345.98,0,0.3,1
P.,345.98,346.13,0,0.15,1
is,346.13,346.51,0,0.38,1
and,347.46,348,0,0.54,1
then,348.03,348.7,0,0.67,1
D.,350.78,350.89,0,0.11,1
E.,350.89,351.28,0,0.39,1
sent,351.28,351.59,0,0.31,1
mental,351.62,351.97,0,0.35,1
health,351.97,352.26,0,0.29,1
yes,352.74,353.31,0,0.57,1
I,353.34,353.45,0,0.11,1
used,353.45,353.66,0,0.21,1
to,353.66,353.75,0,0.09,1
work,353.75,354.04,0,0.29,1
with,354.04,354.18,0,0.14,1
him,354.18,354.37,0,0.19,1
not,354.37,354.59,0,0.22,1
she,354.59,354.87,0,0.28,1
and,354.87,355.18,0,0.31,1
he,355.5,355.73,0,0.23,1
they,355.78,355.9,0,0.12,1
twice,355.9,356.34,0,0.44,1
as,356.34,356.53,0,0.19,1
well,356.53,356.7,0,0.17,1
as,356.7,356.87,0,0.17,1
being,356.87,357.11,0,0.24,1
a,357.11,357.17,0,0.06,1
pasta,357.17,357.79,0,0.62,1
they,359.14,359.39,0,0.25,1
they,359.39,359.61,0,0.22,1
just,359.61,359.98,0,0.37,1
yeah,361.12,361.4,0,0.28,1
