WORD,FROM,TO,SPEAKER,SPOKEN_TIME,LABEL
a,119.79,119.83,0,0.04,0
family,119.83,120.77,0,0.94,0
and,120.8,121.47,0,0.67,0
you,121.47,121.65,0,0.18,0
coming,121.65,122.03,0,0.38,0
on,122.03,122.18,0,0.15,0
whether,122.18,122.43,0,0.25,0
can,122.43,122.65,0,0.22,0
if,122.65,122.78,0,0.13,0
you,122.78,122.88,0,0.1,0
need,122.88,123.21,0,0.33,0
to,123.21,123.37,0,0.16,0
%HESITATION,123.37,124.14,0,0.77,0
so,124.14,124.43,0,0.29,0
it's,124.43,124.63,0,0.2,0
saying,124.75,125.19,0,0.44,0
save,125.19,125.65,0,0.46,0
absolutely,126.83,127.46,0,0.63,0
no,127.46,127.73,0,0.27,0
we're,127.76,127.88,0,0.12,0
not,127.88,128.05,0,0.17,0
going,128.05,128.18,0,0.13,0
to,128.18,128.25,0,0.07,0
cover,128.25,128.6,0,0.35,0
it,128.6,128.66,0,0.06,0
in,128.66,128.75,0,0.09,0
twenty,128.75,129.17,0,0.42,0
minutes,129.17,129.66,0,0.49,0
but,129.69,129.93,0,0.24,0
I,129.96,130.06,0,0.1,0
think,130.06,130.4,0,0.34,0
it's,130.4,130.84,0,0.44,0
it's,130.87,131.11,0,0.24,0
probably,131.11,131.73,0,0.62,0
it,131.73,131.88,0,0.15,0
would,131.88,131.98,0,0.1,0
be,131.98,132.08,0,0.1,0
beneficial,132.08,132.78,0,0.7,0
if,132.78,132.97,0,0.19,0
we,132.97,133.1,0,0.13,0
still,133.1,133.38,0,0.28,0
having,133.38,133.68,0,0.3,0
this,133.68,133.85,0,0.17,0
conversation,133.85,134.66,0,0.81,0
now,134.66,135.19,0,0.53,0
welcome,138.33,138.85,1,0.52,0
okay,140.37,140.94,0,0.57,0
%HESITATION,141.57,142.03,0,0.46,0
%HESITATION,142.73,143.01,0,0.28,0
%HESITATION,143.37,143.77,0,0.4,0
I,143.8,143.92,0,0.12,0
want,143.92,144.25,0,0.33,0
if,145.42,145.54,0,0.12,0
you,145.54,145.67,0,0.13,0
could,145.67,145.86,0,0.19,0
just,145.86,146.17,0,0.31,0
tell,146.17,146.5,0,0.33,0
me,146.5,147.23,0,0.73,0
%HESITATION,147.66,148.35,0,0.69,0
about,148.4,149.03,0,0.63,0
what's,149.03,149.33,0,0.3,0
been,149.33,149.5,0,0.17,0
happening,149.5,149.96,0,0.46,0
to,149.96,150.19,0,0.23,0
you,150.19,150.44,0,0.25,0
over,150.44,150.69,0,0.25,0
the,150.69,150.8,0,0.11,0
last,150.8,151.23,0,0.43,0
few,151.23,151.45,0,0.22,0
weeks,151.45,152.03,0,0.58,0
%HESITATION,153.67,154.02,1,0.35,0
risen,154.05,154.35,1,0.3,0
global,154.35,154.74,1,0.39,0
warrant,154.74,155.18,1,0.44,0
%HESITATION,155.73,156.16,1,0.43,0
%HESITATION,156.16,156.51,1,0.35,0
%HESITATION,158.83,159.4,1,0.57,0
quite,159.43,159.69,1,0.26,0
worried,159.69,159.99,1,0.3,0
about,160.02,160.26,1,0.24,0
what's,160.26,160.44,1,0.18,0
going,160.44,160.58,1,0.14,0
on,160.58,160.77,1,0.19,0
in,160.77,160.84,1,0.07,0
the,160.84,160.96,1,0.12,0
family,160.96,161.52,1,0.56,0
and,162.33,163.24,1,0.91,0
what,163.8,163.97,1,0.17,0
we,163.97,164.08,1,0.11,0
do,164.08,164.2,1,0.12,0
next,164.2,164.97,1,0.77,0
%HESITATION,165.9,166.62,1,0.72,0
trying,167.57,167.87,1,0.3,0
not,167.87,168.05,1,0.18,0
to,168.05,168.16,1,0.11,0
talk,168.16,168.4,1,0.24,0
about,168.4,169,1,0.6,0
too,169.26,169.43,1,0.17,0
much,169.43,169.71,1,0.28,0
with,169.71,169.84,1,0.13,0
the,169.84,169.93,1,0.09,0
comics,169.93,170.48,1,0.55,0
and,170.48,170.75,1,0.27,0
a,171.56,171.63,1,0.07,0
broken,171.63,172.1,1,0.47,0
tooth,172.1,172.37,1,0.27,0
and,172.37,172.52,1,0.15,0
you,172.52,172.7,1,0.18,0
hi,173.51,173.73,0,0.22,0
%HESITATION,174.6,174.87,1,0.27,0
%HESITATION,174.9,175.39,1,0.49,0
yeah,176.61,176.83,1,0.22,0
so,177.26,177.49,1,0.23,0
that's,177.57,177.74,1,0.17,0
what,177.74,177.89,1,0.15,0
my,177.89,178.01,1,0.12,0
head,178.01,178.2,1,0.19,0
is,178.2,178.39,1,0.19,0
according,179.37,179.74,1,0.37,0
correction,179.74,180.21,1,0.47,0
that,180.21,180.31,1,0.1,0
was,180.31,180.45,1,0.14,0
nothing,180.45,180.84,1,0.39,0
more,180.84,181.12,1,0.28,0
that,181.12,181.32,1,0.2,0
can,181.32,181.75,1,0.43,0
be,182.3,182.39,1,0.09,0
done,182.39,182.66,1,0.27,0
for,182.66,182.89,1,0.23,0
cancer,182.89,183.47,1,0.58,0
center,183.54,183.9,1,0.36,0
in,184.21,184.68,1,0.47,0
%HESITATION,186.27,186.65,1,0.38,0
we,186.76,186.91,1,0.15,0
our,186.91,187.18,1,0.27,0
way,187.18,187.3,1,0.12,0
yeah,187.3,187.54,1,0.24,0
yeah,188.47,188.77,0,0.3,0
yeah,189.67,190.03,0,0.36,0
so,190.26,190.52,0,0.26,0
it's,191.43,191.66,0,0.23,0
a,191.66,191.71,0,0.05,0
very,191.71,191.93,0,0.22,0
challenging,191.93,192.47,0,0.54,0
telling,192.47,192.91,0,0.44,0
this,192.91,193.06,0,0.15,0
net,193.06,193.46,0,0.4,0
%HESITATION,195.49,196.06,0,0.57,0
in,197.31,197.45,0,0.14,0
time,197.45,197.88,0,0.43,0
so,197.88,198.29,0,0.41,0
%HESITATION,198.47,199.29,0,0.82,0
it,202.03,202.18,0,0.15,0
kind,202.18,202.46,0,0.28,0
of,202.46,202.55,0,0.09,0
person,202.55,203.24,0,0.69,0
you,203.24,203.47,0,0.23,0
all,203.47,204.09,0,0.62,0
%HESITATION,205.27,205.57,0,0.3,0
how,205.57,205.8,0,0.23,0
much,205.8,206.2,0,0.4,0
you,206.2,206.35,0,0.15,0
like,206.35,206.61,0,0.26,0
to,206.61,206.85,0,0.24,0
know,206.85,207.17,0,0.32,0
how,207.17,207.34,0,0.17,0
much,207.34,207.67,0,0.33,0
you,207.67,208.04,0,0.37,0
would,208.28,208.5,1,0.22,0
know,209.17,209.53,0,0.36,0
you,209.53,209.79,0,0.26,0
about,210.07,210.39,0,0.32,0
what,210.39,210.6,0,0.21,0
to,210.6,210.77,0,0.17,0
expect,210.77,211.63,0,0.86,0
can,211.82,212,0,0.18,0
you,212,212.15,0,0.15,0
give,212.15,212.32,0,0.17,0
me,212.32,212.44,0,0.12,0
some,212.44,212.68,0,0.24,0
indication,212.68,213.42,0,0.74,0
of,213.42,213.67,0,0.25,0
what,214.34,214.51,0,0.17,0
kind,214.51,214.72,0,0.21,0
of,214.72,214.81,0,0.09,0
go,214.81,215,0,0.19,0
you,215,215.26,0,0.26,0
all,215.26,215.7,0,0.44,0
sent,216.12,216.64,0,0.52,0
okay,218.88,219.41,0,0.53,0
%HESITATION,220.96,221.23,1,0.27,0
%HESITATION,221.23,221.47,1,0.24,0
so,221.52,221.71,1,0.19,0
I,221.71,221.77,1,0.06,0
can,221.77,221.94,1,0.17,0
send,221.94,222.2,1,0.26,0
all,223.5,223.74,0,0.24,0
the,223.74,223.82,0,0.08,0
details,223.82,224.62,0,0.8,0
okay,225.93,226.37,0,0.44,0
ma'am,226.96,227.34,0,0.38,0
and,229.6,229.86,0,0.26,0
and,229.86,230.04,0,0.18,0
you,230.04,230.14,0,0.1,0
said,230.14,230.41,0,0.27,0
you,230.41,230.53,0,0.12,0
worried,230.53,230.96,0,0.43,0
about,230.96,231.34,0,0.38,0
your,231.34,231.71,0,0.37,0
family,231.88,232.39,0,0.51,0
and,232.39,232.8,0,0.41,0
not,232.97,233.19,0,0.22,0
meeting,233.19,233.47,0,0.28,0
on,233.47,233.64,0,0.17,0
P.,233.98,234.3,1,0.32,0
understandably,234.74,235.62,0,0.88,0
not,235.62,235.87,0,0.25,0
talking,235.87,236.45,0,0.58,0
too,236.8,236.99,0,0.19,0
much,236.99,237.23,0,0.24,0
about,237.23,237.57,0,0.34,0
I,238.67,238.78,0,0.11,0
do,238.78,239,0,0.22,0
you,239,239.08,0,0.08,0
have,239.08,239.22,0,0.14,0
any,239.22,239.37,0,0.15,0
specific,239.37,240.04,0,0.67,0
concerns,240.42,241.02,0,0.6,0
about,241.02,241.24,0,0.22,0
%HESITATION,241.38,241.65,0,0.27,0
the,241.65,241.78,0,0.13,0
at,241.78,241.86,0,0.08,0
the,241.86,241.93,0,0.07,0
moment,241.93,242.53,0,0.6,0
%HESITATION,243.56,244.14,1,0.58,0
yeah,244.19,244.47,1,0.28,0
they,244.5,244.6,1,0.1,0
don't,244.6,244.8,1,0.2,0
know,244.8,244.89,1,0.09,0
what's,244.89,245.11,1,0.22,0
happening,245.11,245.61,1,0.5,0
and,246,246.57,1,0.57,0
what,246.83,247.02,1,0.19,0
says,247.02,247.27,1,0.25,0
patient,247.78,248.25,1,0.47,0
hello,250.64,250.99,1,0.35,0
welcome,251.28,251.63,1,0.35,0
to,251.63,251.77,1,0.14,0
the,251.77,251.92,1,0.15,0
so,255.38,255.66,1,0.28,0
any,255.66,255.95,1,0.29,0
help,255.95,256.33,1,0.38,0
all,256.73,256.91,1,0.18,0
right,256.91,257.08,1,0.17,0
to,257.08,257.38,1,0.3,0
be,257.41,257.52,1,0.11,0
re,257.52,257.7,1,0.18,0
time,258.13,258.41,1,0.28,0
scales,258.41,259.08,1,0.67,0
run,259.89,260.08,1,0.19,0
like,260.08,260.48,1,0.4,0
a,260.51,260.65,1,0.14,0
line,260.65,261.02,1,0.37,0
yeah,261.55,261.87,1,0.32,0
thank,262.36,262.59,1,0.23,0
you,263.31,263.52,1,0.21,0
sounds,263.64,264.01,1,0.37,0
well,264.01,264.53,1,0.52,0
yeah,267.06,267.43,1,0.37,0
seven,269.34,269.69,1,0.35,0
yes,275.32,276.07,0,0.75,0
%HESITATION,276.13,276.68,0,0.55,0
sorry,278.24,278.78,0,0.54,0
if,278.88,279.04,0,0.16,0
I,279.04,279.13,0,0.09,0
can,279.13,279.33,0,0.2,0
just,279.33,279.55,0,0.22,0
summarize,279.55,280.08,0,0.53,0
safe,280.08,280.44,0,0.36,0
%HESITATION,280.44,280.86,0,0.42,0
I,281,281.11,0,0.11,0
thank,281.11,281.49,0,0.38,0
you,281.49,281.86,0,0.37,0
what,281.89,282.11,0,0.22,0
you,282.11,282.31,0,0.2,0
said,282.31,282.86,0,0.55,0
you,283.05,283.28,0,0.23,0
said,283.28,283.69,0,0.41,0
you've,284.16,284.38,0,0.22,0
got,284.38,284.65,0,0.27,0
some,284.65,284.91,0,0.26,0
you've,284.99,285.2,0,0.21,0
got,285.2,285.46,0,0.26,0
you,285.84,286.01,0,0.17,0
worried,286.01,286.38,0,0.37,0
about,286.38,286.75,0,0.37,0
your,286.78,287.06,0,0.28,0
insta,287.06,287.44,0,0.38,0
freezing,287.44,287.9,0,0.46,0
white,287.9,288.28,0,0.38,0
things,288.47,288.89,0,0.42,0
you,288.89,288.99,0,0.1,0
worried,288.99,289.51,0,0.52,0
specifically,289.51,290.12,0,0.61,0
about,290.12,290.35,0,0.23,0
%HESITATION,290.52,290.77,0,0.25,0
a,290.77,291.08,0,0.31,0
%HESITATION,291.76,292.37,0,0.61,0
%HESITATION,292.48,293.07,0,0.59,0
you,294.29,294.48,0,0.19,0
want,294.48,294.67,0,0.19,0
to,294.67,294.79,0,0.12,0
know,294.79,294.91,0,0.12,0
everything,294.91,295.26,0,0.35,0
talk,295.26,295.53,0,0.27,0
to,295.53,295.67,0,0.14,0
tango,295.67,296.2,0,0.53,0
you,296.54,296.78,0,0.24,0
don't,296.78,297.09,0,0.31,0
you,297.14,297.28,0,0.14,0
don't,297.28,297.58,0,0.3,0
they,298.02,298.36,0,0.34,0
don't,298.36,298.64,0,0.28,0
really,298.64,298.88,0,0.24,0
know,298.88,299.06,0,0.18,0
%HESITATION,299.06,299.46,0,0.4,0
what's,300.27,300.56,0,0.29,0
happening,300.56,301.39,0,0.83,0
%HESITATION,301.51,302.08,0,0.57,0
and,302.14,302.43,0,0.29,0
then,302.43,302.6,0,0.17,0
times,302.6,303.06,0,0.46,0
is,303.06,303.42,0,0.36,0
Citrix,305.44,306.06,1,0.62,0
now,306.98,307.22,1,0.24,0
hi,307.46,307.71,1,0.25,0
fine,308.84,309.16,1,0.32,0
thank,311.49,311.74,0,0.25,0
did,315.74,315.87,0,0.13,0
you,315.87,315.98,0,0.11,0
say,315.98,316.15,0,0.17,0
six,316.15,316.41,0,0.26,0
nine,316.41,316.79,0,0.38,0
seven,316.79,317.16,0,0.37,0
treatment,317.16,317.8,0,0.64,0
yeah,319.55,319.79,1,0.24,0
a,326.44,326.49,0,0.05,0
lot,326.49,326.66,0,0.17,0
of,326.66,326.75,0,0.09,0
people,326.75,327.08,0,0.33,0
%HESITATION,327.08,327.25,0,0.17,0
yes,327.25,327.74,0,0.49,0
sorry,327.74,328.13,0,0.39,0
a,328.13,328.21,0,0.08,0
lot,328.21,328.35,0,0.14,0
of,328.35,328.43,0,0.08,0
people,328.43,328.75,0,0.32,0
find,328.75,329.33,0,0.58,0
find,329.57,330,0,0.43,0
it,330,330.24,0,0.24,0
the,330.38,330.51,0,0.13,0
treatment,330.51,330.96,0,0.45,0
very,330.96,331.2,0,0.24,0
burdensome,331.2,332.02,0,0.82,0
%HESITATION,332.54,333.12,0,0.58,0
I'm,333.16,333.27,0,0.11,0
very,333.27,333.59,0,0.32,0
aggressive,333.59,334.23,0,0.64,0
%HESITATION,335.69,336.27,0,0.58,0
okay,337.31,337.74,1,0.43,0
%HESITATION,338.89,339.34,0,0.45,0
so,343,343.49,0,0.49,0
you're,344.39,344.68,0,0.29,0
saying,344.68,345.33,0,0.65,0
that,345.33,345.54,0,0.21,0
you,345.54,345.9,0,0.36,0
have,345.9,346.46,0,0.56,0
%HESITATION,347.4,347.61,0,0.21,0
had,347.61,348.04,0,0.43,0
%HESITATION,348.12,348.35,0,0.23,0
well,348.35,348.5,0,0.15,0
we,348.5,348.62,0,0.12,0
know,348.62,348.79,0,0.17,0
you've,348.79,349.06,0,0.27,0
had,349.06,349.22,0,0.16,0
%HESITATION,350.6,351.16,0,0.56,0
and,351.19,351.43,0,0.24,0
you,351.43,351.65,0,0.22,0
have,351.65,352.18,0,0.53,0
in,353.14,353.32,0,0.18,0
a,353.32,353.4,0,0.08,0
sense,353.4,353.92,0,0.52,0
we've,353.95,354.11,0,0.16,0
now,354.11,354.3,0,0.19,0
got,354.3,354.52,0,0.22,0
this,354.52,354.74,0,0.22,0
let,354.74,355.02,0,0.28,0
me,355.78,356.18,0,0.4,0
%HESITATION,356.23,356.78,0,0.55,0
from,357.32,357.64,0,0.32,0
the,357.64,358.08,0,0.44,0
%HESITATION,358.18,358.59,0,0.41,0
from,358.59,358.77,0,0.18,0
the,358.77,358.86,0,0.09,0
oncology,358.86,359.77,0,0.91,0
department,360.06,360.86,0,0.8,0
saying,360.86,361.23,0,0.37,0
that,361.23,361.44,0,0.21,0
that's,361.44,361.67,0,0.23,0
nice,361.67,361.98,0,0.31,0
%HESITATION,363.27,363.94,0,0.67,0
active,364.49,364.85,0,0.36,0
treatment,364.85,365.69,0,0.84,0
your,366.07,366.25,0,0.18,0
account,366.25,366.59,0,0.34,0
how,367.56,367.86,0,0.3,0
are,367.86,367.95,0,0.09,0
you,367.95,368.16,0,0.21,0
%HESITATION,368.16,368.43,0,0.27,0
how,368.5,368.77,0,0.27,0
your,368.77,368.98,0,0.21,0
symptoms,368.98,369.69,0,0.71,0
at,369.69,369.8,0,0.11,0
the,369.8,369.88,0,0.08,0
moment,369.88,370.44,0,0.56,0
%HESITATION,372.31,372.71,1,0.4,0
check,373.68,373.9,1,0.22,0
thank,375.18,375.49,0,0.31,0
thank,376.74,376.92,1,0.18,0
you,376.92,377.13,1,0.21,0
bye,377.51,377.76,1,0.25,0
okay,378.64,378.96,0,0.32,0
sure,379.76,380,0,0.24,0
yeah,381.06,381.32,0,0.26,0
okay,382,382.33,0,0.33,0
and,382.33,382.52,0,0.19,0
we,382.52,382.63,0,0.11,0
know,382.63,382.89,0,0.26,0
that,382.89,383.09,0,0.2,0
it's,383.09,383.37,0,0.28,0
not,383.37,383.58,0,0.21,0
today,383.58,383.89,0,0.31,0
will,383.89,384.12,0,0.23,0
be,384.21,384.42,0,0.21,0
coronavirus,384.42,385.63,0,1.21,0
%HESITATION,385.79,386.1,0,0.31,0
you,386.36,386.48,0,0.12,0
too,386.48,386.62,0,0.14,0
to,386.62,386.99,0,0.37,0
see,387.17,387.58,0,0.41,0
let's,388.39,388.56,0,0.17,0
see,388.88,389.22,0,0.34,0
more,389.48,389.83,1,0.35,0
%HESITATION,391.42,391.84,0,0.42,0
is,392.86,393.02,0,0.16,0
that,393.02,393.21,0,0.19,0
something,393.21,393.57,0,0.36,0
else,393.57,394,0,0.43,0
that,394,394.37,0,0.37,0
is,394.55,394.93,0,0.38,0
bothering,394.93,395.34,0,0.41,0
you,395.34,395.5,0,0.16,0
we,395.5,395.64,0,0.14,0
talked,395.64,395.98,0,0.34,0
about,395.98,396.22,0,0.24,0
you,396.22,396.31,0,0.09,0
found,396.31,396.8,0,0.49,0
a,396.8,397.09,0,0.29,0
C.,397.71,397.97,0,0.26,0
channel,397.97,398.35,0,0.38,0
%HESITATION,398.88,399.4,0,0.52,0
you,400.01,400.14,0,0.13,0
know,400.14,400.2,0,0.06,0
Simpson's,400.2,401.26,0,1.06,0
time,401.58,401.93,0,0.35,0
scales,401.93,402.87,0,0.94,0
or,404.95,405.27,1,0.32,0
so,407.52,407.66,0,0.14,0
you,407.66,407.87,0,0.21,0
don't,407.87,408.05,0,0.18,0
know,408.05,408.14,0,0.09,0
what,408.14,408.3,0,0.16,0
her,408.3,408.42,0,0.12,0
name,408.42,408.98,0,0.56,0
fourteen,409.31,409.64,1,0.33,0
%HESITATION,411.02,411.19,0,0.17,0
