WORD,FROM,TO,SPEAKER,SPOKEN_TIME,LABEL
that,30.49,30.6,0,0.11,1
we,30.6,30.72,0,0.12,1
have,30.72,30.99,0,0.27,1
this,30.99,31.2,0,0.21,1
conversation,31.2,32.29,0,1.09,1
%HESITATION,32.34,32.68,0,0.34,1
because,32.68,33.13,0,0.45,1
I,33.13,33.34,0,0.21,1
am,33.34,33.81,0,0.47,1
%HESITATION,34.3,34.98,0,0.68,1
I,35.71,35.91,0,0.2,1
am,35.91,36.11,0,0.2,1
a,36.11,36.18,0,0.07,1
bit,36.18,36.4,0,0.22,1
concerned,36.4,37.31,0,0.91,1
%HESITATION,37.35,37.62,0,0.27,1
about,37.62,37.92,0,0.3,1
how,37.92,38.08,0,0.16,1
we,38.08,38.3,0,0.22,1
can,38.3,38.83,0,0.53,1
best,39.28,39.52,0,0.24,1
support,39.52,40,0,0.48,1
you,40,40.32,0,0.32,1
in,40.32,40.47,0,0.15,1
may,40.47,40.69,0,0.22,1
and,40.69,41.06,0,0.37,1
June,41.13,41.43,0,0.3,1
this,41.43,41.63,0,0.2,1
next,41.63,41.98,0,0.35,1
phase,41.98,42.4,0,0.42,1
of,42.4,42.56,0,0.16,1
your,42.56,42.84,0,0.28,1
of,42.87,42.98,0,0.11,1
your,42.98,43.17,0,0.19,1
cat,43.17,43.65,0,0.48,1
%HESITATION,44.15,44.5,0,0.35,1
I,44.5,44.74,0,0.24,1
just,44.74,45,0,0.26,1
wanted,45,45.23,0,0.23,1
to,45.23,45.32,0,0.09,1
put,45.32,45.48,0,0.16,1
a,45.48,45.53,0,0.05,1
few,45.53,45.7,0,0.17,1
things,45.7,46.03,0,0.33,1
on,46.03,46.16,0,0.13,1
the,46.16,46.23,0,0.07,1
table,46.23,46.89,0,0.66,1
for,46.98,47.23,0,0.25,1
you,47.23,47.58,0,0.35,1
%HESITATION,47.62,47.95,0,0.33,1
to,47.95,48.14,0,0.19,1
think,48.14,48.4,0,0.26,1
about,48.4,48.81,0,0.41,1
today,48.81,49.41,0,0.6,1
%HESITATION,49.72,50.08,0,0.36,1
so,50.08,50.38,0,0.3,1
%HESITATION,50.38,50.77,0,0.39,1
%HESITATION,50.83,51.4,0,0.57,1
%HESITATION,52.26,52.72,0,0.46,1
that,52.72,52.95,0,0.23,1
we,52.95,53.09,0,0.14,1
can,53.09,53.5,0,0.41,1
then,53.53,53.98,0,0.45,1
%HESITATION,54.5,55.15,0,0.65,1
you,55.37,55.52,0,0.15,1
can,55.52,55.68,0,0.16,1
have,55.68,55.87,0,0.19,1
some,55.87,56.16,0,0.29,1
need,56.19,56.46,0,0.27,1
to,56.72,56.85,0,0.13,1
give,56.85,56.99,0,0.14,1
you,56.99,57.13,0,0.14,1
some,57.13,57.27,0,0.14,1
more,57.27,57.41,0,0.14,1
full,57.41,57.73,0,0.32,1
time,57.73,58.12,0,0.39,1
me,58.12,58.65,0,0.53,1
and,58.68,59.07,0,0.39,1
%HESITATION,59.07,59.47,0,0.4,1
then,59.52,59.67,0,0.15,1
we,59.67,59.78,0,0.11,1
can,59.78,59.91,0,0.13,1
talk,59.91,60.17,0,0.26,1
again,60.17,60.51,0,0.34,1
how,60.51,60.65,0,0.14,1
to,60.65,60.8,0,0.15,1
set,60.8,61.08,0,0.28,1
%HESITATION,61.31,61.82,0,0.51,1
yes,62.2,62.63,1,0.43,1
sounds,62.63,62.89,1,0.26,1
to,62.89,62.97,1,0.08,1
me,62.97,63.08,1,0.11,1
like,63.08,63.25,1,0.17,1
the,63.25,63.33,1,0.08,1
oncologist,63.33,63.94,1,0.61,1
spin,63.94,64.18,1,0.24,1
on,64.18,64.33,1,0.15,1
TA,64.33,64.62,1,0.29,1
saying,64.62,65,1,0.38,1
over,65,65.16,1,0.16,1
the,65.16,65.27,1,0.11,1
end,65.27,65.44,1,0.17,1
of,65.44,65.51,1,0.07,1
the,65.51,65.62,1,0.11,1
road,65.62,65.9,1,0.28,1
or,65.9,66.05,1,0.15,1
something,66.05,66.49,1,0.44,1
%HESITATION,67.3,67.4,0,0.1,1
not,67.4,67.69,0,0.29,1
quite,67.69,68.16,0,0.47,1
not,68.51,68.76,0,0.25,1
quite,68.76,69.24,0,0.48,1
%HESITATION,69.67,70.09,0,0.42,1
but,70.09,70.49,0,0.4,1
%HESITATION,70.52,70.8,0,0.28,1
I,70.8,70.87,0,0.07,1
think,70.87,71.08,0,0.21,1
we,71.08,71.19,0,0.11,1
do,71.19,71.36,0,0.17,1
need,71.36,71.58,0,0.22,1
to,71.58,71.67,0,0.09,1
talk,71.67,71.97,0,0.3,1
about,71.97,72.3,0,0.33,1
how,72.33,72.58,0,0.25,1
we,72.58,73.04,0,0.46,1
take,73.46,73.71,0,0.25,1
things,73.71,74,0,0.29,1
forward,74,74.8,0,0.8,1
I'm,74.91,75.05,0,0.14,1
particularly,75.05,75.73,0,0.68,1
I,75.73,75.79,0,0.06,1
think,75.79,76.28,0,0.49,1
in,76.48,76.62,0,0.14,1
terms,76.62,77.01,0,0.39,1
of,77.01,77.11,0,0.1,1
your,77.11,77.29,0,0.18,1
pain,77.29,77.77,0,0.48,1
helping,77.77,78.13,0,0.36,1
you,78.13,78.2,0,0.07,1
to,78.2,78.35,0,0.15,1
manage,78.35,78.68,0,0.33,1
your,78.68,78.83,0,0.15,1
pay,78.83,79.09,0,0.26,1
you,79.09,79.48,0,0.39,1
and,79.74,79.89,0,0.15,1
keep,79.89,80.14,0,0.25,1
you,80.14,80.42,0,0.28,1
functional,80.52,81.17,0,0.65,1
as,81.17,81.29,0,0.12,1
possible,81.29,81.8,0,0.51,1
for,81.8,81.95,0,0.15,1
as,81.95,82.05,0,0.1,1
long,82.05,82.34,0,0.29,1
as,82.34,82.47,0,0.13,1
possible,82.47,83.19,0,0.72,1
yeah,84,84.49,1,0.49,1
yeah,84.73,85.14,1,0.41,1
yeah,85.63,85.9,1,0.27,1
I,85.9,86.1,1,0.2,1
mean,86.1,86.27,1,0.17,1
is,86.27,86.44,1,0.17,1
this,86.44,86.78,1,0.34,1
%HESITATION,86.78,87.11,1,0.33,1
%HESITATION,87.14,87.35,1,0.21,1
are,87.35,87.46,1,0.11,1
you,87.46,87.62,1,0.16,1
suggesting,87.62,88.2,1,0.58,1
I,88.2,88.45,1,0.25,1
I'd,88.45,88.76,1,0.31,1
stop,88.76,89.14,1,0.38,1
having,89.14,89.63,1,0.49,1
chemotherapy,89.73,90.58,1,0.85,1
and,90.58,90.75,1,0.17,1
immunotherapy,90.75,91.47,1,0.72,1
and,91.47,91.62,1,0.15,1
stuff,91.62,91.89,1,0.27,1
is,91.89,92.06,1,0.17,1
that,92.06,92.27,1,0.21,1
what,92.27,92.46,1,0.19,1
you're,92.46,92.58,1,0.12,1
kind,92.58,92.77,1,0.19,1
of,92.77,92.84,1,0.07,1
getting,92.84,93.05,1,0.21,1
round,93.05,93.29,1,0.24,1
to,93.29,93.4,1,0.11,1
say,93.4,93.83,1,0.43,1
no,94.26,94.47,0,0.21,1
****,94.47,94.7,0,0.23,1
so,94.7,95.09,0,0.39,1
now,95.85,95.98,0,0.13,1
it's,95.98,96.12,0,0.14,1
toll,96.12,96.55,0,0.43,1
now,96.85,97.08,1,0.23,1
okay,97.08,97.41,1,0.33,1
so,97.41,97.76,1,0.35,1
I'm,97.79,97.91,1,0.12,1
not,97.91,98.03,1,0.12,1
gonna,98.03,98.17,1,0.14,1
put,98.17,98.33,1,0.16,1
the,98.33,98.42,1,0.09,1
phone,98.42,98.63,1,0.21,1
down,98.63,98.97,1,0.34,1
thank,101.08,101.41,0,0.33,1
no,102.56,102.74,0,0.18,1
so,102.74,102.92,0,0.18,1
anyway,102.92,103.4,0,0.48,1
%HESITATION,103.71,104.17,0,0.46,1
no,104.22,104.45,0,0.23,1
you,104.45,104.68,0,0.23,1
like,104.68,104.93,0,0.25,1
it,104.93,105.06,0,0.13,1
back,105.06,105.33,0,0.27,1
along,105.33,105.58,0,0.25,1
way,105.58,105.89,0,0.31,1
say,105.92,106.43,0,0.51,1
you,106.51,106.63,0,0.12,1
know,106.63,106.76,0,0.13,1
I,107.24,107.5,0,0.26,1
I,107.62,107.73,0,0.11,1
hate,107.73,108.1,0,0.37,1
that,108.17,108.45,0,0.28,1
but,108.85,109.01,0,0.16,1
by,109.01,109.18,0,0.17,1
now,109.18,109.84,0,0.66,1
%HESITATION,109.99,110.61,0,0.62,1
if,111.13,111.44,0,0.31,1
you,111.44,111.65,0,0.21,1
are,111.65,111.83,0,0.18,1
feeling,111.83,112.2,0,0.37,1
uncomfortable,112.2,112.92,0,0.72,1
with,112.92,113.17,0,0.25,1
well,113.17,113.35,0,0.18,1
I,113.35,113.49,0,0.14,1
say,113.49,113.84,0,0.35,1
you,113.84,114.1,0,0.26,1
will,114.1,114.27,0,0.17,1
tell,114.27,114.53,0,0.26,1
me,114.53,114.94,0,0.41,1
yeah,115.3,115.61,0,0.31,1
yeah,116.1,116.38,1,0.28,1
man,116.92,117.17,1,0.25,1
just,117.17,117.4,1,0.23,1
I'm,117.69,117.86,1,0.17,1
just,117.86,118.08,1,0.22,1
a,118.08,118.12,1,0.04,1
bit,118.12,118.25,1,0.13,1
up,118.25,118.39,1,0.14,1
type,118.39,118.72,1,0.33,1
studies,118.72,119.16,1,0.44,1
she,119.16,119.38,1,0.22,1
is,119.41,119.68,1,0.27,1
do,120.15,120.24,1,0.09,1
you,120.24,120.3,1,0.06,1
know,120.3,120.43,1,0.13,1
why,120.43,120.6,1,0.17,1
not,120.67,120.91,1,0.24,1
yeah,121.6,122.28,0,0.68,1
yeah,122.31,122.58,0,0.27,1
I,122.58,122.77,0,0.19,1
do,122.77,123.25,0,0.48,1
%HESITATION,123.39,123.88,0,0.49,1
so,124.24,124.36,0,0.12,1
anyway,124.36,124.65,0,0.29,1
I,124.65,124.92,0,0.27,1
are,125.19,125.35,0,0.16,1
you,125.35,125.52,0,0.17,1
okay,125.52,126.02,0,0.5,1
you,126.21,126.37,0,0.16,1
know,126.37,126.48,0,0.11,1
if,126.48,126.59,0,0.11,1
you,126.59,126.68,0,0.09,1
say,126.68,126.87,0,0.19,1
you,126.87,127.07,0,0.2,1
should,127.26,127.5,0,0.24,1
we,127.5,127.69,0,0.19,1
should,127.72,127.93,0,0.21,1
be,127.93,128.02,0,0.09,1
crossed,128.02,128.35,0,0.33,1
comb,128.35,128.98,0,0.63,1
%HESITATION,129.23,129.5,0,0.27,1
it'll,129.88,130.09,1,0.21,1
show,130.09,130.57,1,0.48,1
I'm,130.62,130.79,1,0.17,1
saving,130.79,131.23,1,0.44,1
I'm,132.5,132.8,0,0.3,1
is,132.83,132.97,0,0.14,1
anyone,132.97,133.3,0,0.33,1
I,133.3,133.47,0,0.17,1
need,133.47,133.83,0,0.36,1
today,133.83,134.15,0,0.32,1
well,134.15,134.52,0,0.37,1
no,134.93,135.34,1,0.41,1
no,135.34,135.63,1,0.29,1
I,135.63,135.79,1,0.16,1
arranged,135.79,136.32,1,0.53,1
to,136.72,136.88,1,0.16,1
be,136.88,136.98,1,0.1,1
on,136.98,137.09,1,0.11,1
my,137.09,137.22,1,0.13,1
end,137.22,137.45,1,0.23,1
so,137.45,137.58,1,0.13,1
I,137.58,137.61,1,0.03,1
have,137.7,137.85,1,0.15,1
this,137.85,137.99,1,0.14,1
comes,137.99,138.35,1,0.36,1
okay,138.88,139.45,0,0.57,1
all,139.77,139.96,0,0.19,1
right,139.96,140.35,0,0.39,1
%HESITATION,140.48,140.74,0,0.26,1
what,140.74,140.92,0,0.18,1
thanks,140.92,141.34,0,0.42,1
you,141.47,141.57,0,0.1,1
know,141.57,141.68,0,0.11,1
thanks,141.68,142.05,0,0.37,1
for,142.05,142.15,0,0.1,1
doing,142.15,142.43,0,0.28,1
that,142.43,142.84,0,0.41,1
%HESITATION,143.51,144.06,0,0.55,1
so,144.31,144.56,0,0.25,1
in,145.14,145.27,0,0.13,1
terms,145.27,145.62,0,0.35,1
of,145.62,145.76,0,0.14,1
setting,146.49,146.95,0,0.46,1
this,146.95,147.17,0,0.22,1
eighteen,147.17,147.64,0,0.47,1
%HESITATION,147.67,148.25,0,0.58,1
%HESITATION,148.7,149.25,0,0.55,1
you,149.44,149.74,0,0.3,1
know,149.74,149.86,0,0.12,1
festival,149.86,150.76,0,0.9,1
I,150.76,150.99,0,0.23,1
I,151.02,151.15,0,0.13,1
have,151.15,151.47,0,0.32,1
had,151.47,151.91,0,0.44,1
you,152.11,152.22,0,0.11,1
know,152.22,152.3,0,0.08,1
a,152.3,152.33,0,0.03,1
more,152.33,152.61,0,0.28,1
lax's,152.61,153.48,0,0.87,1
%HESITATION,153.51,154.08,0,0.57,1
%HESITATION,154.62,155.16,0,0.54,1
explaining,155.19,155.78,0,0.59,1
the,155.78,155.89,0,0.11,1
situation,155.89,156.9,0,1.01,1
around,156.93,157.62,0,0.69,1
the,157.66,158.02,0,0.36,1
the,158.05,158.13,0,0.08,1
management,158.13,158.68,0,0.55,1
to,158.68,158.8,0,0.12,1
be,158.8,159.2,0,0.4,1
at,159.23,159.38,0,0.15,1
the,159.38,159.48,0,0.1,1
cell,159.48,159.77,0,0.29,1
and,160.81,161,0,0.19,1
so,161,161.25,0,0.25,1
on,161.25,161.67,0,0.42,1
%HESITATION,161.7,162.16,0,0.46,1
from,162.19,162.44,0,0.25,1
your,162.44,162.61,0,0.17,1
oncologist,162.61,163.52,0,0.91,1
%HESITATION,163.91,164.37,0,0.46,1
I'm,164.37,164.56,0,0.19,1
I,164.56,164.68,0,0.12,1
understand,164.68,165.41,0,0.73,1
that,165.41,165.59,0,0.18,1
they,165.59,165.81,0,0.22,1
%HESITATION,165.81,166.15,0,0.34,1
thinking,166.4,166.72,0,0.32,1
about,166.72,167.06,0,0.34,1
%HESITATION,167.57,167.86,0,0.29,1
entering,167.86,168.27,0,0.41,1
you,168.27,168.6,0,0.33,1
into,168.6,168.94,0,0.34,1
some,168.94,169.17,0,0.23,1
trials,169.17,169.85,0,0.68,1
yeah,170.81,171.17,1,0.36,1
we've,171.17,171.45,1,0.28,1
we've,171.45,171.68,1,0.23,1
kind,171.68,171.91,1,0.23,1
of,171.91,172,1,0.09,1
talked,172,172.39,1,0.39,1
about,172.39,172.94,1,0.55,1
%HESITATION,172.94,173.42,1,0.48,1
we,173.65,173.88,1,0.23,1
talked,173.88,174.26,1,0.38,1
about,174.26,174.78,1,0.52,1
%HESITATION,174.78,175.21,1,0.43,1
the,175.24,175.55,1,0.31,1
phase,175.55,175.97,1,0.42,1
one,175.97,176.19,1,0.22,1
studies,176.19,176.85,1,0.66,1
and,176.94,177.45,1,0.51,1
%HESITATION,177.45,177.88,1,0.43,1
%HESITATION,178.51,179.16,1,0.65,1
yeah,179.19,179.69,1,0.5,1
I,179.78,179.9,1,0.12,1
mean,179.9,180.17,1,0.27,1
as,180.2,180.44,1,0.24,1
you,180.44,180.61,1,0.17,1
know,180.61,180.92,1,0.31,1
%HESITATION,180.92,181.37,1,0.45,1
I'm,181.37,181.6,1,0.23,1
going,181.6,181.82,1,0.22,1
to,181.82,181.95,1,0.13,1
the,181.95,182.04,1,0.09,1
water,182.04,182.31,1,0.27,1
on,182.31,182.45,1,0.14,1
this,182.45,182.64,1,0.19,1
one,182.64,182.95,1,0.31,1
is,184.19,184.36,1,0.17,1
that,184.36,184.53,1,0.17,1
it,184.53,184.77,1,0.24,1
had,184.8,185.01,1,0.21,1
an,185.01,185.13,1,0.12,1
opening,185.13,185.5,1,0.37,1
for,185.5,185.65,1,0.15,1
those,185.65,185.88,1,0.23,1
idiots,185.88,186.48,1,0.6,1
of,186.81,187,1,0.19,1
road,187,187.47,1,0.47,1
you,187.5,187.64,1,0.14,1
know,187.64,187.9,1,0.26,1
I,187.98,188.15,1,0.17,1
could,188.15,188.58,1,0.43,1
could,188.8,189.03,1,0.23,1
well,189.03,189.24,1,0.21,1
be,189.24,189.57,1,0.33,1
%HESITATION,189.57,189.88,1,0.31,1
sitting,190.17,190.5,1,0.33,1
well,190.5,190.69,1,0.19,1
again,190.69,191.02,1,0.33,1
%HESITATION,191.05,191.25,1,0.2,1
%HESITATION,191.59,191.78,1,0.19,1
%HESITATION,191.78,191.81,1,0.03,1
%HESITATION,191.81,192.06,1,0.25,1
I'm,192.33,192.51,1,0.18,1
going,192.51,192.64,1,0.13,1
to,192.64,192.71,1,0.07,1
try,192.71,192.96,1,0.25,1
and,192.96,193.09,1,0.13,1
grab,193.09,193.39,1,0.3,1
back,193.39,193.65,1,0.26,1
what,193.65,193.81,1,0.16,1
I,193.81,193.88,1,0.07,1
can,193.88,194.22,1,0.34,1
basically,194.22,194.93,1,0.71,1
yeah,195.01,195.33,0,0.32,1
I,195.37,195.41,0,0.04,1
know,195.44,195.76,0,0.32,1
I,195.76,195.85,0,0.09,1
can,195.85,196.03,0,0.18,1
fully,196.03,196.33,0,0.3,1
appreciate,196.33,196.93,0,0.6,1
that,196.93,197.22,0,0.29,1
you,197.22,197.31,0,0.09,1
know,197.31,197.44,0,0.13,1
I,197.44,197.51,0,0.07,1
can't,197.51,197.98,0,0.47,1
imagine,197.98,198.72,0,0.74,1
you,199.28,199.38,0,0.1,1
know,199.38,199.65,0,0.27,1
thinking,199.91,200.24,0,0.33,1
back,200.24,200.49,0,0.25,1
a,200.49,200.55,0,0.06,1
couple,200.55,200.84,0,0.29,1
of,200.84,200.93,0,0.09,1
years,200.93,201.33,0,0.4,1
what,201.33,201.48,0,0.15,1
you,201.48,201.6,0,0.12,1
were,201.6,201.69,0,0.09,1
doing,201.69,202.13,0,0.44,1
that,202.13,202.38,0,0.25,1
and,202.38,202.55,0,0.17,1
compact,202.55,203.04,0,0.49,1
to,203.04,203.46,0,0.42,1
you,203.94,204.03,0,0.09,1
know,204.03,204.21,0,0.18,1
what's,204.21,204.44,0,0.23,1
been,204.44,204.57,0,0.13,1
going,204.57,204.84,0,0.27,1
on,204.84,205.13,0,0.29,1
for,205.13,205.46,0,0.33,1
you,205.46,205.65,0,0.19,1
I'm,205.65,205.75,0,0.1,1
particularly,205.75,206.36,0,0.61,1
to,206.36,206.55,0,0.19,1
have,206.55,206.85,0,0.3,1
you,207.5,207.59,0,0.09,1
know,207.59,207.85,0,0.26,1
something,208.11,208.51,0,0.4,1
like,208.51,208.71,0,0.2,1
today,208.71,209.16,0,0.45,1
%HESITATION,209.54,210.13,0,0.59,1
is,210.16,210.33,0,0.17,1
available,210.33,210.78,0,0.45,1
right,210.78,211.08,0,0.3,1
now,211.08,211.26,0,0.18,1
well,212.07,212.4,1,0.33,1
they,212.4,212.52,1,0.12,1
see,212.52,213.09,1,0.57,1
%HESITATION,213.12,213.41,1,0.29,1
I,213.41,213.52,1,0.11,1
mean,213.52,213.74,1,0.22,1
I,213.74,213.86,1,0.12,1
I,213.86,214.03,1,0.17,1
and,214.03,214.26,1,0.23,1
I,214.29,214.41,1,0.12,1
knew,214.41,214.95,1,0.54,1
I,215.01,215.14,1,0.13,1
knew,215.14,215.64,1,0.5,1
in,216.45,216.58,1,0.13,1
my,216.58,216.74,1,0.16,1
head,216.74,217.09,1,0.35,1
is,217.09,217.32,1,0.23,1
fun,217.39,217.7,1,0.31,1
to,217.7,217.86,1,0.16,1
see,217.86,218.17,1,0.31,1
thanks,218.45,218.84,1,0.39,1
staying,219.65,220.02,1,0.37,1
fits,220.02,220.46,1,0.44,1
in,220.46,220.71,1,0.25,1
keeping,220.93,221.27,1,0.34,1
healthy,221.27,221.71,1,0.44,1
means,221.71,221.99,1,0.28,1
you,221.99,222.08,1,0.09,1
gonna,222.08,222.27,1,0.19,1
leave,222.27,222.53,1,0.26,1
long,222.53,222.8,1,0.27,1
%HESITATION,222.84,223.14,1,0.3,1
%HESITATION,223.56,224.12,1,0.56,1
as,224.45,224.67,1,0.22,1
as,224.67,224.89,1,0.22,1
a,224.89,224.99,1,0.1,1
sort,224.99,225.16,1,0.17,1
of,225.16,225.27,1,0.11,1
universal,225.27,225.98,1,0.71,1
principle,225.98,226.57,1,0.59,1
are,226.57,226.78,1,0.21,1
to,226.84,226.96,1,0.12,1
apply,226.96,227.54,1,0.58,1
use,227.54,227.71,1,0.17,1
but,227.71,228.07,1,0.36,1
you,228.59,228.74,1,0.15,1
know,228.74,229.03,1,0.29,1
if,229.2,229.41,1,0.21,1
you,229.41,229.53,1,0.12,1
get,229.53,229.83,1,0.3,1
some,229.91,230.4,1,0.49,1
may,230.4,230.5,1,0.1,1
not,230.5,230.84,1,0.34,1
%HESITATION,230.9,231.11,1,0.21,1
goats,231.2,231.74,1,0.54,1
%HESITATION,231.74,232.21,1,0.47,1
%HESITATION,232.3,232.55,1,0.25,1
seven,232.76,233.26,1,0.5,1
complete,233.29,233.75,1,0.46,1
the,233.75,234.01,1,0.26,1
laser,234.11,234.47,1,0.36,1
the,234.47,234.57,1,0.1,1
Ponson,234.57,235.36,1,0.79,1
you,236.26,236.51,1,0.25,1
know,236.51,236.62,1,0.11,1
I'm,236.81,237.01,1,0.2,1
a,237.01,237.07,1,0.06,1
control,237.07,237.51,1,0.44,1
freak,237.51,237.87,1,0.36,1
and,237.87,238.15,1,0.28,1
I,238.19,238.43,1,0.24,1
kind,238.46,238.7,1,0.24,1
of,238.7,238.79,1,0.09,1
I'm,238.79,239.06,1,0.27,1
not,239.06,239.47,1,0.41,1
but,239.47,239.67,1,0.2,1
it,239.67,239.78,1,0.11,1
doesn't,239.78,240.08,1,0.3,1
stop,240.08,240.31,1,0.23,1
me,240.31,240.42,1,0.11,1
being,240.42,240.64,1,0.22,1
a,240.64,240.71,1,0.07,1
control,240.71,241.14,1,0.43,1
freak,241.14,241.6,1,0.46,1
no,241.89,242.12,0,0.23,1
well,243.73,244.08,0,0.35,1
I,244.08,244.15,0,0.07,1
mean,244.15,244.33,0,0.18,1
the,244.33,244.4,0,0.07,1
amount,244.4,244.7,0,0.3,1
of,244.7,244.8,0,0.1,1
discipline,244.8,245.48,0,0.68,1
that,245.54,245.8,0,0.26,1
you,245.8,245.97,0,0.17,1
have,245.97,246.21,0,0.24,1
to,246.21,246.32,0,0.11,1
see,246.32,246.61,0,0.29,1
%HESITATION,247.06,247.3,0,0.24,1
half,247.3,247.93,0,0.63,1
in,247.93,248.04,0,0.11,1
terms,248.04,248.35,0,0.31,1
of,248.35,248.47,0,0.12,1
controlling,248.47,249.09,0,0.62,1
your,249.09,249.24,0,0.15,1
environment,249.24,250.22,0,0.98,1
eight,250.25,250.51,0,0.26,1
in,250.54,250.69,0,0.15,1
order,250.69,250.99,0,0.3,1
to,250.99,251.2,0,0.21,1
get,251.2,251.37,0,0.17,1
you,251.37,251.45,0,0.08,1
ability,251.45,251.84,0,0.39,1
to,251.84,252.01,0,0.17,1
submit,252.01,252.52,0,0.51,1
C.,252.55,252.91,0,0.36,1
no,254.17,254.52,0,0.35,1
cycling,254.8,255.49,0,0.69,1
you,255.85,255.99,0,0.14,1
know,255.99,256.1,0,0.11,1
you,256.73,256.95,0,0.22,1
you've,256.98,257.19,0,0.21,1
got,257.19,257.34,0,0.15,1
to,257.34,257.43,0,0.09,1
be,257.43,257.62,0,0.19,1
somebody,257.62,258.09,0,0.47,1
who,258.09,258.4,0,0.31,1
is,258.76,258.92,0,0.16,1
good,258.92,259.2,0,0.28,1
at,259.2,259.46,0,0.26,1
you,260,260.11,0,0.11,1
know,260.11,260.29,0,0.18,1
taking,261.44,261.81,0,0.37,1
control,261.81,262.34,0,0.53,1
as,262.34,262.46,0,0.12,1
you,262.46,262.6,0,0.14,1
say,262.6,263.07,0,0.47,1
I,263.22,263.49,0,0.27,1
had,263.85,264.02,1,0.17,1
is,264.02,264.37,1,0.35,1
%HESITATION,264.37,264.65,1,0.28,1
and,264.65,264.89,1,0.24,1
you,264.89,264.98,1,0.09,1
know,264.98,265.1,1,0.12,1
kind,265.36,265.64,1,0.28,1
of,265.64,265.73,1,0.09,1
keeping,265.73,266.12,1,0.39,1
emotions,266.12,266.69,1,0.57,1
under,266.69,266.91,1,0.22,1
control,266.91,267.47,1,0.56,1
because,267.47,267.84,1,0.37,1
%HESITATION,267.84,268.12,1,0.28,1
you,268.52,268.62,1,0.1,1
know,268.62,268.8,1,0.18,1
I,268.8,268.84,1,0.04,1
can't,268.84,269.15,1,0.31,1
possibly,269.15,269.54,1,0.39,1
be,269.54,269.7,1,0.16,1
losing,269.7,270.11,1,0.41,1
it,270.11,270.33,1,0.22,1
here,270.44,270.76,1,0.32,1
I'm,270.76,270.85,1,0.09,1
gonna,270.85,271.2,1,0.35,1
man,272.24,272.5,1,0.26,1
please,272.5,272.83,1,0.33,1
fix,272.83,273.13,1,0.3,1
and,273.13,273.25,1,0.12,1
everything,273.25,273.68,1,0.43,1
to,273.68,273.89,1,0.21,1
